dma1_name,sales1_name,chan3_name,chan2_name,chan1_name,all_name,decomp,spend,max,cps,hl,hrf,wks
TERRE HAUTE-IN,Existing Non-Loyal KC,Search PLA,Non-Brand,Mobile,overall,1648.612526,554.7790735,244776.7476,0.011441785,1,0.75,1
TERRE HAUTE-IN,Existing Loyal KC,Search PLA,Non-Brand,Mobile,overall,3003.901246,554.7790735,244776.7476,0.011441785,0.3,0.05,1
ST. LOUIS-MO,New Loyal NKC,Magazine,Magazine,Magazine,overall,8.53585713,554.1313819,159857.6368,0.026005821,1,0.75,1
ST. LOUIS-MO,New Non-Loyal KC,Magazine,Magazine,Magazine,overall,73.38769907,554.1313819,159857.6368,0.026005821,0,0.75,1
ST. LOUIS-MO,Existing Non-Loyal NKC,Magazine,Magazine,Magazine,overall,143.7409448,554.1313819,159857.6368,0.026005821,0.3,0.3,1
ST. LOUIS-MO,New Non-Loyal NKC,Magazine,Magazine,Magazine,overall,341.5900623,554.1313819,159857.6368,0.026005821,0.3,0.75,1
ST. LOUIS-MO,Existing Loyal KC,Magazine,Magazine,Magazine,overall,4089.693793,554.1313819,159857.6368,0.026005821,0,0.05,1
ST. LOUIS-MO,Existing Loyal NKC,Magazine,Magazine,Magazine,overall,6594.81664,554.1313819,159857.6368,0.026005821,0.3,0.05,1
TULSA-OK,New Loyal KC,Search PLA,Non-Brand,Tablet,overall,15.17744107,553.8708202,178316.3098,0.014167183,5,0.05,1
TULSA-OK,New Loyal NKC,Search PLA,Non-Brand,Tablet,overall,28.42662078,553.8708202,178316.3098,0.014167183,0,0.45,1
TULSA-OK,Existing Non-Loyal KC,Search PLA,Non-Brand,Tablet,overall,1234.15885,553.8708202,178316.3098,0.014167183,1,0.75,1
TULSA-OK,Existing Loyal KC,Search PLA,Non-Brand,Tablet,overall,4018.732247,553.8708202,178316.3098,0.014167183,0.3,0.05,1
MARQUETTE-MI,New Loyal KC,Display,Display,Display,overall,32.18405143,553.6901923,793200,0.002714977,1,0.75,1
MARQUETTE-MI,New Loyal NKC,Display,Display,Display,overall,124.9657304,553.6901923,793200,0.002714977,9,0.75,1
MARQUETTE-MI,Existing Non-Loyal NKC,Display,Display,Display,overall,256.9932983,553.6901923,793200,0.002714977,0.3,0.05,1
MARQUETTE-MI,New Non-Loyal NKC,Display,Display,Display,overall,284.1675805,553.6901923,793200,0.002714977,1,0.45,1
MARQUETTE-MI,Existing Loyal NKC,Display,Display,Display,overall,726.8292822,553.6901923,793200,0.002714977,0,0.75,1
MARQUETTE-MI,Existing Loyal KC,Display,Display,Display,overall,9791.189839,553.6901923,793200,0.002714977,0,0.05,1
MARQUETTE-MI,Existing Non-Loyal KC,Display,Display,Display,overall,10023.46671,553.6901923,793200,0.002714977,1,0.15,1
GREEN BAY/APPLETON-WI,Existing Non-Loyal NKC,Search Reg,Non-Brand,Tablet,overall,473.0570486,553.4985302,130194.3578,0.018436475,5,0.3,1
GREEN BAY/APPLETON-WI,New Non-Loyal KC,Search Reg,Non-Brand,Tablet,overall,883.587132,553.4985302,130194.3578,0.018436475,0,0.75,1
GREEN BAY/APPLETON-WI,New Non-Loyal NKC,Search Reg,Non-Brand,Tablet,overall,1289.872412,553.4985302,130194.3578,0.018436475,5,0.15,1
GREEN BAY/APPLETON-WI,Existing Non-Loyal KC,Search Reg,Non-Brand,Tablet,overall,1362.555029,553.4985302,130194.3578,0.018436475,5,0.45,1
GREEN BAY/APPLETON-WI,Existing Loyal KC,Search Reg,Non-Brand,Tablet,overall,15604.5867,553.4985302,130194.3578,0.018436475,0,0.6,1
CINCINNATI-OH,New Non-Loyal KC,Tab,Other,Other,overall,16.01125561,553.4667446,338771.5,0.043645907,0,0.75,1
CINCINNATI-OH,New Loyal KC,Tab,Other,Other,overall,24.74975009,553.4667446,338771.5,0.043645907,0.3,0.05,1
CINCINNATI-OH,New Loyal NKC,Tab,Other,Other,overall,72.85168386,553.4667446,338771.5,0.043645907,1,0.05,1
CINCINNATI-OH,New Non-Loyal NKC,Tab,Other,Other,overall,118.1677271,553.4667446,338771.5,0.043645907,0,0.3,1
CINCINNATI-OH,Existing Non-Loyal NKC,Tab,Other,Other,overall,310.456757,553.4667446,338771.5,0.043645907,0.3,0.05,1
CINCINNATI-OH,Existing Non-Loyal KC,Tab,Other,Other,overall,888.2921499,553.4667446,338771.5,0.043645907,0,0.05,1
CINCINNATI-OH,Existing Loyal NKC,Tab,Other,Other,overall,6180.920591,553.4667446,338771.5,0.043645907,0.3,0.05,1
CINCINNATI-OH,Existing Loyal KC,Tab,Other,Other,overall,51883.85866,553.4667446,338771.5,0.043645907,0,0.75,1
SPOKANE-WA,Existing Non-Loyal NKC,Search Reg,Non-Brand,Tablet,overall,136.2100267,553.3877075,130168.29,0.018436475,5,0.3,1
SPOKANE-WA,Existing Non-Loyal KC,Search Reg,Non-Brand,Tablet,overall,308.8301822,553.3877075,130168.29,0.018436475,5,0.45,1
SPOKANE-WA,New Non-Loyal KC,Search Reg,Non-Brand,Tablet,overall,515.5901883,553.3877075,130168.29,0.018436475,0,0.75,1
SPOKANE-WA,New Non-Loyal NKC,Search Reg,Non-Brand,Tablet,overall,881.9098004,553.3877075,130168.29,0.018436475,5,0.15,1
SPOKANE-WA,Existing Loyal KC,Search Reg,Non-Brand,Tablet,overall,1848.245532,553.3877075,130168.29,0.018436475,0,0.6,1
PORTLAND-OR,New Loyal NKC,Magazine,Magazine,Magazine,overall,3.903236563,553.2372802,159599.7034,0.026005821,1,0.75,1
PORTLAND-OR,New Non-Loyal KC,Magazine,Magazine,Magazine,overall,55.9487569,553.2372802,159599.7034,0.026005821,0,0.75,1
PORTLAND-OR,Existing Non-Loyal NKC,Magazine,Magazine,Magazine,overall,134.6568699,553.2372802,159599.7034,0.026005821,0.3,0.3,1
PORTLAND-OR,New Non-Loyal NKC,Magazine,Magazine,Magazine,overall,308.7014888,553.2372802,159599.7034,0.026005821,0.3,0.75,1
PORTLAND-OR,Existing Loyal KC,Magazine,Magazine,Magazine,overall,1016.640067,553.2372802,159599.7034,0.026005821,0,0.05,1
PORTLAND-OR,Existing Loyal NKC,Magazine,Magazine,Magazine,overall,1443.497618,553.2372802,159599.7034,0.026005821,0.3,0.05,1
MIDLAND-TX,New Loyal KC,Search PLA,Non-Brand,Mobile,overall,3.038386184,553.2217613,244089.6384,0.011441785,5,0.05,1
MIDLAND-TX,New Loyal NKC,Search PLA,Non-Brand,Mobile,overall,5.222158766,553.2217613,244089.6384,0.011441785,0,0.45,1
MIDLAND-TX,Existing Non-Loyal KC,Search PLA,Non-Brand,Mobile,overall,329.4336747,553.2217613,244089.6384,0.011441785,1,0.75,1
MIDLAND-TX,Existing Loyal NKC,Search PLA,Non-Brand,Mobile,overall,550.4802149,553.2217613,244089.6384,0.011441785,5,0.3,1
MIDLAND-TX,Existing Loyal KC,Search PLA,Non-Brand,Mobile,overall,1255.319748,553.2217613,244089.6384,0.011441785,0.3,0.05,1
MOBILE/PENSACOLA-AL / FL,New Loyal KC,Search PLA,Non-Brand,Tablet,overall,12.01765879,551.8301981,177659.3404,0.014167183,5,0.05,1
MOBILE/PENSACOLA-AL / FL,New Loyal NKC,Search PLA,Non-Brand,Tablet,overall,16.69247399,551.8301981,177659.3404,0.014167183,0,0.45,1
MOBILE/PENSACOLA-AL / FL,Existing Non-Loyal KC,Search PLA,Non-Brand,Tablet,overall,1666.596914,551.8301981,177659.3404,0.014167183,1,0.75,1
MOBILE/PENSACOLA-AL / FL,Existing Loyal KC,Search PLA,Non-Brand,Tablet,overall,2297.074907,551.8301981,177659.3404,0.014167183,0.3,0.05,1
ERIE-PA,New Loyal KC,Search PLA,Non-Brand,Mobile,overall,3.083302897,551.8249967,243473.3652,0.011441785,5,0.05,1
ERIE-PA,New Loyal NKC,Search PLA,Non-Brand,Mobile,overall,5.565729759,551.8249967,243473.3652,0.011441785,0,0.45,1
ERIE-PA,Existing Loyal NKC,Search PLA,Non-Brand,Mobile,overall,1086.667001,551.8249967,243473.3652,0.011441785,5,0.3,1
ERIE-PA,Existing Non-Loyal KC,Search PLA,Non-Brand,Mobile,overall,1464.255767,551.8249967,243473.3652,0.011441785,1,0.75,1
ERIE-PA,Existing Loyal KC,Search PLA,Non-Brand,Mobile,overall,2156.525168,551.8249967,243473.3652,0.011441785,0.3,0.05,1
CORPUS CHRISTI-TX,New Loyal KC,Tab,Sunday,Sunday,overall,11.04594258,551.8013121,21642,0.039737019,0.3,0.05,1
CORPUS CHRISTI-TX,New Non-Loyal KC,Tab,Sunday,Sunday,overall,19.48910988,551.8013121,21642,0.039737019,0,0.75,1
CORPUS CHRISTI-TX,New Loyal NKC,Tab,Sunday,Sunday,overall,52.98159994,551.8013121,21642,0.039737019,1,0.05,1
CORPUS CHRISTI-TX,Existing Non-Loyal NKC,Tab,Sunday,Sunday,overall,162.1256803,551.8013121,21642,0.039737019,0.3,0.05,1
CORPUS CHRISTI-TX,New Non-Loyal NKC,Tab,Sunday,Sunday,overall,343.8411869,551.8013121,21642,0.039737019,0,0.3,1
CORPUS CHRISTI-TX,Existing Non-Loyal KC,Tab,Sunday,Sunday,overall,500.3311221,551.8013121,21642,0.039737019,0,0.05,1
CORPUS CHRISTI-TX,Existing Loyal KC,Tab,Sunday,Sunday,overall,3340.489642,551.8013121,21642,0.039737019,0.3,0.75,1
GRAND JUNCTION/MONTROSE-CO,New Loyal KC,Tab,Sunday,Sunday,overall,3.31468836,551.578956,17811.1,0.048200505,0.3,0.05,1
GRAND JUNCTION/MONTROSE-CO,New Non-Loyal KC,Tab,Sunday,Sunday,overall,12.20811155,551.578956,17811.1,0.048200505,0,0.75,1
GRAND JUNCTION/MONTROSE-CO,New Loyal NKC,Tab,Sunday,Sunday,overall,16.47949797,551.578956,17811.1,0.048200505,1,0.05,1
GRAND JUNCTION/MONTROSE-CO,New Non-Loyal NKC,Tab,Sunday,Sunday,overall,91.22965439,551.578956,17811.1,0.048200505,0,0.3,1
GRAND JUNCTION/MONTROSE-CO,Existing Non-Loyal NKC,Tab,Sunday,Sunday,overall,131.1543121,551.578956,17811.1,0.048200505,0.3,0.05,1
GRAND JUNCTION/MONTROSE-CO,Existing Non-Loyal KC,Tab,Sunday,Sunday,overall,1062.779339,551.578956,17811.1,0.048200505,0,0.05,1
GRAND JUNCTION/MONTROSE-CO,Existing Loyal KC,Tab,Sunday,Sunday,overall,2266.164063,551.578956,17811.1,0.048200505,0.3,0.75,1
LUBBOCK-TX,New Non-Loyal KC,Search Reg,Non-Brand,Mobile,overall,1.27647909,551.2321971,242145.7788,0.012913827,0,0.75,1
LUBBOCK-TX,Existing Non-Loyal NKC,Search Reg,Non-Brand,Mobile,overall,87.62671969,551.2321971,242145.7788,0.012913827,5,0.3,1
LUBBOCK-TX,New Non-Loyal NKC,Search Reg,Non-Brand,Mobile,overall,197.7078696,551.2321971,242145.7788,0.012913827,5,0.15,1
LUBBOCK-TX,Existing Non-Loyal KC,Search Reg,Non-Brand,Mobile,overall,321.5318706,551.2321971,242145.7788,0.012913827,5,0.45,1
LUBBOCK-TX,Existing Loyal KC,Search Reg,Non-Brand,Mobile,overall,2100.10653,551.2321971,242145.7788,0.012913827,0,0.6,1
HARRISONBURG-VA,New Loyal KC,Display,Display,Display,overall,37.93059001,550.9269231,852461,0.002620332,1,0.75,1
HARRISONBURG-VA,New Loyal NKC,Display,Display,Display,overall,74.57172759,550.9269231,852461,0.002620332,9,0.75,1
HARRISONBURG-VA,New Non-Loyal NKC,Display,Display,Display,overall,144.5752545,550.9269231,852461,0.002620332,1,0.45,1
HARRISONBURG-VA,Existing Non-Loyal NKC,Display,Display,Display,overall,568.289045,550.9269231,852461,0.002620332,0.3,0.05,1
HARRISONBURG-VA,Existing Loyal NKC,Display,Display,Display,overall,633.7583595,550.9269231,852461,0.002620332,0,0.75,1
HARRISONBURG-VA,Existing Loyal KC,Display,Display,Display,overall,3275.348436,550.9269231,852461,0.002620332,0,0.05,1
HARRISONBURG-VA,Existing Non-Loyal KC,Display,Display,Display,overall,6623.924152,550.9269231,852461,0.002620332,1,0.15,1
HONOLULU-HI,New Loyal KC,Search PLA,Non-Brand,Tablet,overall,2.26222564,550.6566683,177281.5276,0.014167183,5,0.05,1
HONOLULU-HI,New Loyal NKC,Search PLA,Non-Brand,Tablet,overall,6.103456106,550.6566683,177281.5276,0.014167183,0,0.45,1
HONOLULU-HI,Existing Non-Loyal KC,Search PLA,Non-Brand,Tablet,overall,128.1336261,550.6566683,177281.5276,0.014167183,1,0.75,1
HONOLULU-HI,Existing Loyal KC,Search PLA,Non-Brand,Tablet,overall,230.7575415,550.6566683,177281.5276,0.014167183,0.3,0.05,1
BILOXI/GULFPORT-MS,New Loyal KC,Display,Display,Display,overall,48.29463339,549.8103846,1001944,0.002715736,1,0.75,1
BILOXI/GULFPORT-MS,New Loyal NKC,Display,Display,Display,overall,50.12533199,549.8103846,1001944,0.002715736,9,0.75,1
BILOXI/GULFPORT-MS,Existing Non-Loyal NKC,Display,Display,Display,overall,235.3354288,549.8103846,1001944,0.002715736,0.3,0.05,1
BILOXI/GULFPORT-MS,New Non-Loyal NKC,Display,Display,Display,overall,310.6213585,549.8103846,1001944,0.002715736,1,0.45,1
BILOXI/GULFPORT-MS,Existing Loyal NKC,Display,Display,Display,overall,637.6630626,549.8103846,1001944,0.002715736,0,0.75,1
BILOXI/GULFPORT-MS,Existing Loyal KC,Display,Display,Display,overall,2209.268073,549.8103846,1001944,0.002715736,0,0.05,1
BILOXI/GULFPORT-MS,Existing Non-Loyal KC,Display,Display,Display,overall,3850.978828,549.8103846,1001944,0.002715736,1,0.15,1
SAN DIEGO-CA,New Loyal NKC,Magazine,Magazine,Magazine,overall,7.71447662,548.952481,158363.6105,0.026005821,1,0.75,1
SAN DIEGO-CA,Existing Non-Loyal NKC,Magazine,Magazine,Magazine,overall,54.0378135,548.952481,158363.6105,0.026005821,0.3,0.3,1
SAN DIEGO-CA,New Non-Loyal KC,Magazine,Magazine,Magazine,overall,71.21581997,548.952481,158363.6105,0.026005821,0,0.75,1
SAN DIEGO-CA,New Non-Loyal NKC,Magazine,Magazine,Magazine,overall,259.4923326,548.952481,158363.6105,0.026005821,0.3,0.75,1
SAN DIEGO-CA,Existing Loyal KC,Magazine,Magazine,Magazine,overall,2454.343478,548.952481,158363.6105,0.026005821,0,0.05,1
SAN DIEGO-CA,Existing Loyal NKC,Magazine,Magazine,Magazine,overall,3253.221234,548.952481,158363.6105,0.026005821,0.3,0.05,1
TRAVERSE CITY-MI,New Loyal NKC,Search PLA,Non-Brand,Desktop,overall,12.04020389,548.9467325,149630.6565,0.016529041,0,0.45,1
TRAVERSE CITY-MI,New Loyal KC,Search PLA,Non-Brand,Desktop,overall,14.01790732,548.9467325,149630.6565,0.016529041,5,0.05,1
TRAVERSE CITY-MI,Existing Loyal NKC,Search PLA,Non-Brand,Desktop,overall,938.5963016,548.9467325,149630.6565,0.016529041,5,0.3,1
TRAVERSE CITY-MI,Existing Loyal KC,Search PLA,Non-Brand,Desktop,overall,2346.922903,548.9467325,149630.6565,0.016529041,0.3,0.05,1
TRAVERSE CITY-MI,Existing Non-Loyal KC,Search PLA,Non-Brand,Desktop,overall,3725.990906,548.9467325,149630.6565,0.016529041,1,0.75,1
TOLEDO-OH,Existing Non-Loyal NKC,Search Reg,Non-Brand,Tablet,overall,463.225933,548.0244875,128906.7492,0.018436475,5,0.3,1
TOLEDO-OH,New Non-Loyal KC,Search Reg,Non-Brand,Tablet,overall,919.0203895,548.0244875,128906.7492,0.018436475,0,0.75,1
TOLEDO-OH,Existing Non-Loyal KC,Search Reg,Non-Brand,Tablet,overall,1169.035926,548.0244875,128906.7492,0.018436475,5,0.45,1
TOLEDO-OH,New Non-Loyal NKC,Search Reg,Non-Brand,Tablet,overall,1316.646994,548.0244875,128906.7492,0.018436475,5,0.15,1
TOLEDO-OH,Existing Loyal KC,Search Reg,Non-Brand,Tablet,overall,8378.020393,548.0244875,128906.7492,0.018436475,0,0.6,1
FRESNO/VISALIA-CA,New Non-Loyal KC,Search Reg,Brand,Desktop,overall,55.13938656,547.850905,32035.9872,0.044712144,0,0.3,1
FRESNO/VISALIA-CA,New Non-Loyal NKC,Search Reg,Brand,Desktop,overall,137.5030181,547.850905,32035.9872,0.044712144,0,0.75,1
FRESNO/VISALIA-CA,Existing Loyal KC,Search Reg,Brand,Desktop,overall,1092.752379,547.850905,32035.9872,0.044712144,0.3,0.15,1
LAFAYETTE-LA,New Loyal KC,Search PLA,Non-Brand,Desktop,overall,3.913122357,547.6255117,149270.5211,0.016529041,5,0.05,1
LAFAYETTE-LA,New Loyal NKC,Search PLA,Non-Brand,Desktop,overall,5.086156945,547.6255117,149270.5211,0.016529041,0,0.45,1
LAFAYETTE-LA,Existing Loyal NKC,Search PLA,Non-Brand,Desktop,overall,220.2338243,547.6255117,149270.5211,0.016529041,5,0.3,1
LAFAYETTE-LA,Existing Loyal KC,Search PLA,Non-Brand,Desktop,overall,355.5981804,547.6255117,149270.5211,0.016529041,0.3,0.05,1
LAFAYETTE-LA,Existing Non-Loyal KC,Search PLA,Non-Brand,Desktop,overall,680.3202074,547.6255117,149270.5211,0.016529041,1,0.75,1
TERRE HAUTE-IN,New Loyal KC,Display,Display,Display,overall,66.19930847,546.8005769,809246,0.00274243,1,0.75,1
TERRE HAUTE-IN,New Loyal NKC,Display,Display,Display,overall,84.06205045,546.8005769,809246,0.00274243,9,0.75,1
TERRE HAUTE-IN,New Non-Loyal NKC,Display,Display,Display,overall,525.2868593,546.8005769,809246,0.00274243,1,0.45,1
TERRE HAUTE-IN,Existing Non-Loyal NKC,Display,Display,Display,overall,596.1924943,546.8005769,809246,0.00274243,0.3,0.05,1
TERRE HAUTE-IN,Existing Loyal NKC,Display,Display,Display,overall,2252.807696,546.8005769,809246,0.00274243,0,0.75,1
TERRE HAUTE-IN,Existing Loyal KC,Display,Display,Display,overall,9420.271085,546.8005769,809246,0.00274243,0,0.05,1
TERRE HAUTE-IN,Existing Non-Loyal KC,Display,Display,Display,overall,14784.40912,546.8005769,809246,0.00274243,1,0.15,1
JOPLIN/PITTSBURG-MO,New Loyal KC,Search PLA,Non-Brand,Mobile,overall,3.257038388,546.5095319,241128.1033,0.011441785,5,0.05,1
JOPLIN/PITTSBURG-MO,New Loyal NKC,Search PLA,Non-Brand,Mobile,overall,4.591674699,546.5095319,241128.1033,0.011441785,0,0.45,1
JOPLIN/PITTSBURG-MO,Existing Loyal NKC,Search PLA,Non-Brand,Mobile,overall,728.7784182,546.5095319,241128.1033,0.011441785,5,0.3,1
JOPLIN/PITTSBURG-MO,Existing Non-Loyal KC,Search PLA,Non-Brand,Mobile,overall,813.8446596,546.5095319,241128.1033,0.011441785,1,0.75,1
JOPLIN/PITTSBURG-MO,Existing Loyal KC,Search PLA,Non-Brand,Mobile,overall,1125.436152,546.5095319,241128.1033,0.011441785,0.3,0.05,1
WICHITA FALLS-TX,New Non-Loyal KC,Search Reg,Non-Brand,Mobile,overall,1.578910781,546.457944,240048.5406,0.012913827,0,0.75,1
WICHITA FALLS-TX,Existing Non-Loyal NKC,Search Reg,Non-Brand,Mobile,overall,124.3930098,546.457944,240048.5406,0.012913827,5,0.3,1
WICHITA FALLS-TX,New Non-Loyal NKC,Search Reg,Non-Brand,Mobile,overall,387.7655016,546.457944,240048.5406,0.012913827,5,0.15,1
WICHITA FALLS-TX,Existing Non-Loyal KC,Search Reg,Non-Brand,Mobile,overall,418.5657486,546.457944,240048.5406,0.012913827,5,0.45,1
WICHITA FALLS-TX,Existing Loyal KC,Search Reg,Non-Brand,Mobile,overall,2021.832449,546.457944,240048.5406,0.012913827,0,0.6,1
DES MOINES-IA,Existing Non-Loyal NKC,Search Reg,Non-Brand,Tablet,overall,444.0666404,546.3238815,128506.7313,0.018436475,5,0.3,1
DES MOINES-IA,New Non-Loyal KC,Search Reg,Non-Brand,Tablet,overall,802.8247817,546.3238815,128506.7313,0.018436475,0,0.75,1
DES MOINES-IA,Existing Non-Loyal KC,Search Reg,Non-Brand,Tablet,overall,938.3945378,546.3238815,128506.7313,0.018436475,5,0.45,1
DES MOINES-IA,New Non-Loyal NKC,Search Reg,Non-Brand,Tablet,overall,1231.037047,546.3238815,128506.7313,0.018436475,5,0.15,1
DES MOINES-IA,Existing Loyal KC,Search Reg,Non-Brand,Tablet,overall,6105.702915,546.3238815,128506.7313,0.018436475,0,0.6,1
OMAHA-NE,Existing Non-Loyal NKC,Search Reg,Non-Brand,Tablet,overall,324.3878457,544.8588358,128162.1221,0.018436475,5,0.3,1
OMAHA-NE,New Non-Loyal KC,Search Reg,Non-Brand,Tablet,overall,802.9277678,544.8588358,128162.1221,0.018436475,0,0.75,1
OMAHA-NE,Existing Non-Loyal KC,Search Reg,Non-Brand,Tablet,overall,882.9589917,544.8588358,128162.1221,0.018436475,5,0.45,1
OMAHA-NE,New Non-Loyal NKC,Search Reg,Non-Brand,Tablet,overall,1102.190635,544.8588358,128162.1221,0.018436475,5,0.15,1
OMAHA-NE,Existing Loyal KC,Search Reg,Non-Brand,Tablet,overall,5338.975858,544.8588358,128162.1221,0.018436475,0,0.6,1
WAUSAU-WI,New Non-Loyal KC,Search Reg,Non-Brand,Mobile,overall,2.457668869,544.0701977,238999.6493,0.012913827,0,0.75,1
WAUSAU-WI,Existing Non-Loyal NKC,Search Reg,Non-Brand,Mobile,overall,308.2000373,544.0701977,238999.6493,0.012913827,5,0.3,1
WAUSAU-WI,New Non-Loyal NKC,Search Reg,Non-Brand,Mobile,overall,405.1897903,544.0701977,238999.6493,0.012913827,5,0.15,1
WAUSAU-WI,Existing Non-Loyal KC,Search Reg,Non-Brand,Mobile,overall,2642.05005,544.0701977,238999.6493,0.012913827,5,0.45,1
WAUSAU-WI,Existing Loyal KC,Search Reg,Non-Brand,Mobile,overall,5306.280303,544.0701977,238999.6493,0.012913827,0,0.6,1
WEST PALM BEACH-FL,New Non-Loyal KC,Search Reg,Brand,Desktop,overall,52.5209533,541.7777827,31680.85687,0.044712144,0,0.3,1
WEST PALM BEACH-FL,New Non-Loyal NKC,Search Reg,Brand,Desktop,overall,160.8079511,541.7777827,31680.85687,0.044712144,0,0.75,1
WEST PALM BEACH-FL,Existing Loyal KC,Search Reg,Brand,Desktop,overall,366.5004691,541.7777827,31680.85687,0.044712144,0.3,0.15,1
PHILADELPHIA-PA,New Loyal KC,OOH,OOH,OOH,overall,276.6309445,541.7726604,194694.0762,0.030485482,0.6,0.05,1
PHILADELPHIA-PA,Existing Loyal NKC,OOH,OOH,OOH,overall,1171.50364,541.7726604,194694.0762,0.030485482,0.6,0.6,1
PHILADELPHIA-PA,New Non-Loyal KC,OOH,OOH,OOH,overall,3915.278257,541.7726604,194694.0762,0.030485482,3,0.6,1
PHILADELPHIA-PA,Existing Non-Loyal NKC,OOH,OOH,OOH,overall,7754.735597,541.7726604,194694.0762,0.030485482,5,0.05,1
HARRISBURG/LANCASTER-PA,New Loyal KC,Tab,Other,Other,overall,5.187724435,540.3997408,353237.9,0.055341857,0.3,0.05,1
HARRISBURG/LANCASTER-PA,New Non-Loyal KC,Tab,Other,Other,overall,5.548598622,540.3997408,353237.9,0.055341857,0,0.75,1
HARRISBURG/LANCASTER-PA,New Loyal NKC,Tab,Other,Other,overall,21.26222811,540.3997408,353237.9,0.055341857,1,0.05,1
HARRISBURG/LANCASTER-PA,New Non-Loyal NKC,Tab,Other,Other,overall,63.81752906,540.3997408,353237.9,0.055341857,0,0.3,1
HARRISBURG/LANCASTER-PA,Existing Non-Loyal NKC,Tab,Other,Other,overall,303.1663583,540.3997408,353237.9,0.055341857,0.3,0.05,1
HARRISBURG/LANCASTER-PA,Existing Non-Loyal KC,Tab,Other,Other,overall,708.2072189,540.3997408,353237.9,0.055341857,0,0.05,1
HARRISBURG/LANCASTER-PA,Existing Loyal NKC,Tab,Other,Other,overall,1455.706954,540.3997408,353237.9,0.055341857,0.3,0.05,1
HARRISBURG/LANCASTER-PA,Existing Loyal KC,Tab,Other,Other,overall,10683.30665,540.3997408,353237.9,0.055341857,0,0.75,1
MEDFORD/KLAMATH FALLS-OR,New Non-Loyal KC,Search Reg,Non-Brand,Mobile,overall,1.211779108,540.2964179,237341.8999,0.012913827,0,0.75,1
MEDFORD/KLAMATH FALLS-OR,Existing Non-Loyal NKC,Search Reg,Non-Brand,Mobile,overall,80.10909443,540.2964179,237341.8999,0.012913827,5,0.3,1
MEDFORD/KLAMATH FALLS-OR,New Non-Loyal NKC,Search Reg,Non-Brand,Mobile,overall,223.0628564,540.2964179,237341.8999,0.012913827,5,0.15,1
MEDFORD/KLAMATH FALLS-OR,Existing Non-Loyal KC,Search Reg,Non-Brand,Mobile,overall,511.9607663,540.2964179,237341.8999,0.012913827,5,0.45,1
MEDFORD/KLAMATH FALLS-OR,Existing Loyal KC,Search Reg,Non-Brand,Mobile,overall,1028.442689,540.2964179,237341.8999,0.012913827,0,0.6,1
FARGO-ND,New Loyal KC,Search PLA,Non-Brand,Desktop,overall,4.856600017,539.9151167,147168.8391,0.016529041,5,0.05,1
FARGO-ND,New Loyal NKC,Search PLA,Non-Brand,Desktop,overall,7.250815826,539.9151167,147168.8391,0.016529041,0,0.45,1
FARGO-ND,Existing Loyal NKC,Search PLA,Non-Brand,Desktop,overall,288.6585606,539.9151167,147168.8391,0.016529041,5,0.3,1
FARGO-ND,Existing Loyal KC,Search PLA,Non-Brand,Desktop,overall,1237.074376,539.9151167,147168.8391,0.016529041,0.3,0.05,1
FARGO-ND,Existing Non-Loyal KC,Search PLA,Non-Brand,Desktop,overall,2506.3183,539.9151167,147168.8391,0.016529041,1,0.75,1
DAYTON-OH,New Loyal KC,Search PLA,Non-Brand,Tablet,overall,19.67674121,539.3747525,173649.3637,0.014167183,5,0.05,1
DAYTON-OH,New Loyal NKC,Search PLA,Non-Brand,Tablet,overall,28.93159064,539.3747525,173649.3637,0.014167183,0,0.45,1
DAYTON-OH,Existing Non-Loyal KC,Search PLA,Non-Brand,Tablet,overall,5379.2918,539.3747525,173649.3637,0.014167183,1,0.75,1
DAYTON-OH,Existing Loyal KC,Search PLA,Non-Brand,Tablet,overall,10001.04575,539.3747525,173649.3637,0.014167183,0.3,0.05,1
GAINESVILLE-FL,New Loyal KC,Tab,Sunday,Sunday,overall,5.213427708,539.095835,19241,0.047034155,0.3,0.05,1
GAINESVILLE-FL,New Non-Loyal KC,Tab,Sunday,Sunday,overall,11.37901156,539.095835,19241,0.047034155,0,0.75,1
GAINESVILLE-FL,New Loyal NKC,Tab,Sunday,Sunday,overall,18.70245958,539.095835,19241,0.047034155,1,0.05,1
GAINESVILLE-FL,Existing Non-Loyal NKC,Tab,Sunday,Sunday,overall,129.528475,539.095835,19241,0.047034155,0.3,0.05,1
GAINESVILLE-FL,New Non-Loyal NKC,Tab,Sunday,Sunday,overall,169.9332906,539.095835,19241,0.047034155,0,0.3,1
GAINESVILLE-FL,Existing Non-Loyal KC,Tab,Sunday,Sunday,overall,585.0476273,539.095835,19241,0.047034155,0,0.05,1
GAINESVILLE-FL,Existing Loyal KC,Tab,Sunday,Sunday,overall,2399.971871,539.095835,19241,0.047034155,0.3,0.75,1
ST. LOUIS-MO,New Non-Loyal KC,Tab,Other,Other,overall,9.839891527,539.0881792,410603.1,0.051316158,0,0.75,1
ST. LOUIS-MO,New Loyal KC,Tab,Other,Other,overall,14.74529701,539.0881792,410603.1,0.051316158,0.3,0.05,1
ST. LOUIS-MO,New Loyal NKC,Tab,Other,Other,overall,51.03067614,539.0881792,410603.1,0.051316158,1,0.05,1
ST. LOUIS-MO,New Non-Loyal NKC,Tab,Other,Other,overall,86.19735392,539.0881792,410603.1,0.051316158,0,0.3,1
